Student [name=张0, age=14, phone=13342004158, score=93]
Student [name=张559, age=18, phone=13330008545, score=64]
Student [name=张560, age=9, phone=13354007829, score=92]
Student [name=张561, age=27, phone=13311007321, score=5]
Student [name=张562, age=19, phone=13329004566, score=62]
Student [name=张563, age=25, phone=13317007340, score=34]
Student [name=张564, age=21, phone=13344005260, score=54]
Student [name=张565, age=9, phone=13311001145, score=63]
Student [name=张566, age=13, phone=13349005358, score=91]
Student [name=张567, age=12, phone=13354008528, score=57]
Student [name=张568, age=26, phone=13352004032, score=74]
Student [name=张569, age=19, phone=13327003259, score=56]
Student [name=张570, age=20, phone=13339006312, score=94]
Student [name=张571, age=19, phone=13310005163, score=76]
Student [name=张572, age=20, phone=13315004856, score=91]
Student [name=张573, age=26, phone=13331005650, score=30]
Student [name=张574, age=9, phone=13347005537, score=21]
Student [name=张575, age=14, phone=13348005737, score=98]
Student [name=张576, age=12, phone=13313004433, score=24]
Student [name=张577, age=12, phone=13323004948, score=59]
Student [name=张578, age=1, phone=13349002227, score=87]
Student [name=张579, age=24, phone=13340008058, score=50]
Student [name=张580, age=18, phone=13320008039, score=63]
Student [name=张581, age=10, phone=13338008820, score=79]
Student [name=张582, age=26, phone=13353007721, score=38]
Student [name=张583, age=8, phone=13317007331, score=28]
Student [name=张584, age=3, phone=13327003546, score=51]
Student [name=张585, age=28, phone=13341005154, score=77]
Student [name=张586, age=11, phone=13352001134, score=74]
Student [name=张587, age=24, phone=13327001152, score=82]
Student [name=张588, age=3, phone=13324002347, score=22]
Student [name=张589, age=29, phone=13353008420, score=60]
Student [name=张590, age=19, phone=13315003715, score=50]
Student [name=张591, age=11, phone=13316005466, score=40]
Student [name=张592, age=24, phone=13352001947, score=36]
Student [name=张593, age=21, phone=13317001067, score=79]
Student [name=张594, age=12, phone=13353001961, score=14]
Student [name=张595, age=12, phone=13351002525, score=5]
Student [name=张596, age=23, phone=13349004034, score=71]
Student [name=张597, age=26, phone=13335008642, score=78]
Student [name=张598, age=2, phone=13313008633, score=13]
Student [name=张599, age=23, phone=13320002441, score=54]
Student [name=张600, age=17, phone=13357001563, score=72]
Student [name=张601, age=16, phone=13357008327, score=3]
Student [name=张602, age=5, phone=13344008150, score=2]
Student [name=张603, age=25, phone=13338003929, score=37]
Student [name=张604, age=1, phone=13329002614, score=10]
Student [name=张605, age=20, phone=13355006737, score=64]
Student [name=张606, age=20, phone=13358007931, score=12]
Student [name=张607, age=8, phone=13353003249, score=75]
Student [name=张608, age=9, phone=13320008111, score=20]
Student [name=张609, age=22, phone=13356001667, score=9]
Student [name=张610, age=3, phone=13332003045, score=1]
Student [name=张611, age=13, phone=13337005821, score=56]
Student [name=张612, age=23, phone=13339003063, score=24]
Student [name=张613, age=28, phone=13340008442, score=51]
Student [name=张614, age=14, phone=13351002042, score=18]
Student [name=张615, age=8, phone=13347005864, score=68]
Student [name=张616, age=11, phone=13352008228, score=69]
Student [name=张617, age=15, phone=13334004739, score=67]
Student [name=张618, age=6, phone=13348003637, score=75]
Student [name=张619, age=13, phone=13327005913, score=59]
Student [name=张620, age=10, phone=13328001044, score=62]
Student [name=张621, age=25, phone=13358002638, score=92]
Student [name=张622, age=24, phone=13354007559, score=45]
Student [name=张623, age=3, phone=13311006310, score=55]
Student [name=张624, age=29, phone=13335002547, score=20]
Student [name=张625, age=12, phone=13329001012, score=55]
Student [name=张626, age=12, phone=13318007642, score=96]
Student [name=张627, age=15, phone=13347008349, score=15]
Student [name=张628, age=4, phone=13315001519, score=93]
Student [name=张629, age=15, phone=13349008763, score=1]
Student [name=张630, age=16, phone=13333004456, score=31]
Student [name=张631, age=25, phone=13314008762, score=39]
Student [name=张632, age=24, phone=13330004123, score=92]
Student [name=张633, age=22, phone=13355007237, score=14]
Student [name=张634, age=5, phone=13340008952, score=47]
Student [name=张635, age=0, phone=13317005910, score=91]
Student [name=张636, age=6, phone=13335006365, score=21]
Student [name=张637, age=7, phone=13345007111, score=55]
Student [name=张638, age=20, phone=13340005926, score=91]
Student [name=张639, age=24, phone=13359002718, score=58]
Student [name=张640, age=27, phone=13352007933, score=61]
Student [name=张641, age=15, phone=13312007044, score=36]
Student [name=张642, age=5, phone=13319006157, score=85]
Student [name=张643, age=2, phone=13345005811, score=94]
Student [name=张644, age=23, phone=13323003340, score=13]
Student [name=张645, age=29, phone=13329006216, score=80]
Student [name=张646, age=6, phone=13319004019, score=67]
Student [name=张647, age=16, phone=13352006048, score=76]
Student [name=张648, age=18, phone=13351007213, score=97]
Student [name=张649, age=3, phone=13346006611, score=93]
Student [name=张650, age=27, phone=13326002122, score=22]
Student [name=张651, age=25, phone=13317008436, score=26]
Student [name=张652, age=9, phone=13350002427, score=17]
Student [name=张653, age=25, phone=13338004710, score=87]
Student [name=张654, age=11, phone=13334007637, score=8]
Student [name=张655, age=14, phone=13328002333, score=43]
Student [name=张656, age=6, phone=13347006242, score=98]
Student [name=张657, age=25, phone=13350003727, score=71]
Student [name=张658, age=17, phone=13333006019, score=36]
Student [name=张659, age=27, phone=13318004731, score=92]
Student [name=张660, age=28, phone=13315007266, score=87]
Student [name=张661, age=2, phone=13328001133, score=55]
Student [name=张662, age=11, phone=13342005634, score=92]
Student [name=张663, age=6, phone=13352008613, score=51]
Student [name=张664, age=16, phone=13354004747, score=22]
Student [name=张665, age=3, phone=13350007945, score=97]
Student [name=张666, age=20, phone=13319004149, score=75]
Student [name=张667, age=0, phone=13310002312, score=13]
Student [name=张668, age=13, phone=13312002039, score=53]
Student [name=张669, age=12, phone=13353007016, score=27]
Student [name=张670, age=5, phone=13355003141, score=23]
Student [name=张671, age=18, phone=13331002724, score=89]
Student [name=张672, age=4, phone=13347003048, score=90]
Student [name=张673, age=6, phone=13322002746, score=8]
Student [name=张674, age=9, phone=13321003758, score=49]
Student [name=张675, age=12, phone=13341007210, score=63]
Student [name=张676, age=9, phone=13317001540, score=95]
Student [name=张677, age=17, phone=13321004231, score=22]
Student [name=张678, age=14, phone=13320007634, score=35]
Student [name=张679, age=15, phone=13330001043, score=65]
Student [name=张680, age=17, phone=13355004337, score=17]
Student [name=张681, age=28, phone=13313003433, score=78]
Student [name=张682, age=28, phone=13325008066, score=75]
Student [name=张683, age=11, phone=13338003550, score=45]
Student [name=张684, age=23, phone=13312005348, score=84]
Student [name=张685, age=0, phone=13328006849, score=64]
Student [name=张686, age=24, phone=13312005857, score=75]
Student [name=张687, age=11, phone=13336008564, score=32]
Student [name=张688, age=18, phone=13331002441, score=16]
Student [name=张689, age=10, phone=13323001830, score=57]
Student [name=张690, age=8, phone=13347003160, score=43]
Student [name=张691, age=3, phone=13324003835, score=95]
Student [name=张692, age=1, phone=13319005247, score=48]
Student [name=张693, age=17, phone=13345006716, score=30]
Student [name=张694, age=14, phone=13329007616, score=18]
Student [name=张695, age=10, phone=13313001328, score=67]
Student [name=张696, age=17, phone=13327004645, score=35]
Student [name=张697, age=14, phone=13337007522, score=96]
Student [name=张698, age=5, phone=13358003258, score=29]
Student [name=张699, age=14, phone=13327007324, score=62]
Student [name=张700, age=8, phone=13344004721, score=82]
Student [name=张701, age=26, phone=13336006531, score=71]
Student [name=张702, age=25, phone=13358006119, score=58]
Student [name=张703, age=24, phone=13354001845, score=83]
Student [name=张704, age=9, phone=13315006864, score=94]
Student [name=张705, age=4, phone=13347001067, score=96]
Student [name=张706, age=14, phone=13339008522, score=46]
Student [name=张707, age=1, phone=13311004214, score=86]
Student [name=张708, age=5, phone=13315002136, score=42]
Student [name=张709, age=2, phone=13359008354, score=77]
Student [name=张710, age=9, phone=13344006739, score=76]
Student [name=张711, age=26, phone=13345008420, score=23]
Student [name=张712, age=10, phone=13319003517, score=94]
Student [name=张713, age=17, phone=13351001749, score=75]
Student [name=张714, age=26, phone=13356007820, score=96]
Student [name=张715, age=27, phone=13346003225, score=57]
Student [name=张716, age=1, phone=13322007435, score=61]
Student [name=张717, age=22, phone=13338001938, score=87]
Student [name=张718, age=0, phone=13337002140, score=38]
Student [name=张719, age=17, phone=13315008662, score=30]
Student [name=张720, age=15, phone=13347008065, score=29]
Student [name=张721, age=8, phone=13325007746, score=91]
Student [name=张722, age=20, phone=13319002226, score=95]
Student [name=张723, age=17, phone=13338008652, score=73]
Student [name=张724, age=21, phone=13350005415, score=0]
Student [name=张725, age=12, phone=13323006964, score=53]
Student [name=张726, age=26, phone=13340003718, score=0]
Student [name=张727, age=2, phone=13337006164, score=90]
Student [name=张728, age=23, phone=13355003435, score=78]
Student [name=张729, age=0, phone=13337002953, score=70]
Student [name=张730, age=22, phone=13333004035, score=48]
Student [name=张731, age=9, phone=13328007552, score=11]
Student [name=张732, age=15, phone=13359007861, score=11]
Student [name=张733, age=18, phone=13329005720, score=3]
Student [name=张734, age=24, phone=13334001447, score=8]
Student [name=张735, age=0, phone=13347007160, score=46]
Student [name=张736, age=4, phone=13333001757, score=27]
Student [name=张737, age=1, phone=13339004216, score=7]
Student [name=张738, age=28, phone=13322001560, score=17]
Student [name=张739, age=24, phone=13311005927, score=11]
Student [name=张740, age=19, phone=13324008436, score=91]
Student [name=张741, age=20, phone=13316001853, score=78]
Student [name=张742, age=4, phone=13349008368, score=50]
Student [name=张743, age=8, phone=13320002061, score=66]
Student [name=张744, age=23, phone=13341008667, score=1]
Student [name=张745, age=26, phone=13324007930, score=8]
Student [name=张746, age=11, phone=13334006731, score=21]
Student [name=张747, age=8, phone=13339006826, score=19]
Student [name=张748, age=10, phone=13332004933, score=31]
Student [name=张749, age=28, phone=13316006254, score=59]
Student [name=张750, age=0, phone=13344005662, score=31]
Student [name=张751, age=20, phone=13327006833, score=44]
Student [name=张752, age=11, phone=13310003633, score=35]
Student [name=张753, age=22, phone=13350008741, score=48]
Student [name=张754, age=27, phone=13350001039, score=18]
Student [name=张755, age=27, phone=13315005346, score=34]
Student [name=张756, age=22, phone=13341002434, score=97]
Student [name=张757, age=20, phone=13340003960, score=59]
Student [name=张758, age=6, phone=13322001562, score=17]
Student [name=张759, age=5, phone=13343008937, score=97]
Student [name=张760, age=15, phone=13357007131, score=92]
Student [name=张761, age=17, phone=13321002837, score=59]
Student [name=张762, age=5, phone=13336006961, score=74]
Student [name=张763, age=25, phone=13358001810, score=26]
Student [name=张764, age=10, phone=13351008545, score=51]
Student [name=张765, age=8, phone=13348005143, score=89]
Student [name=张766, age=6, phone=13334008235, score=79]
Student [name=张767, age=10, phone=13323002149, score=73]
Student [name=张768, age=6, phone=13353008338, score=25]
Student [name=张769, age=15, phone=13358002760, score=90]
Student [name=张770, age=15, phone=13323004128, score=27]
Student [name=张771, age=6, phone=13349005824, score=53]
Student [name=张772, age=6, phone=13356002420, score=56]
Student [name=张773, age=1, phone=13317005157, score=97]
Student [name=张774, age=22, phone=13322001521, score=28]
Student [name=张775, age=21, phone=13331001013, score=19]
Student [name=张776, age=0, phone=13343007423, score=22]
Student [name=张777, age=7, phone=13353004823, score=24]
Student [name=张778, age=17, phone=13342003549, score=71]
Student [name=张779, age=22, phone=13340001734, score=81]
Student [name=张780, age=8, phone=13356008539, score=93]
Student [name=张781, age=0, phone=13358007112, score=75]
Student [name=张782, age=29, phone=13331003131, score=68]
Student [name=张783, age=2, phone=13354008149, score=55]
Student [name=张784, age=20, phone=13358006712, score=74]
Student [name=张785, age=27, phone=13329002214, score=74]
Student [name=张786, age=17, phone=13330008145, score=4]
Student [name=张787, age=0, phone=13344006546, score=35]
Student [name=张788, age=17, phone=13349002034, score=84]
Student [name=张789, age=18, phone=13314004439, score=9]
Student [name=张790, age=16, phone=13315008446, score=77]
Student [name=张791, age=3, phone=13344005563, score=41]
Student [name=张792, age=2, phone=13337002448, score=95]
Student [name=张793, age=12, phone=13316008747, score=25]
Student [name=张794, age=1, phone=13347003246, score=49]
Student [name=张795, age=26, phone=13331001925, score=52]
Student [name=张796, age=10, phone=13318008357, score=8]
Student [name=张797, age=18, phone=13349004912, score=63]
Student [name=张798, age=20, phone=13318005744, score=78]
Student [name=张799, age=16, phone=13358005969, score=33]
Student [name=张800, age=18, phone=13328006959, score=90]
Student [name=张801, age=29, phone=13337002420, score=18]
Student [name=张802, age=28, phone=13352007635, score=74]
Student [name=张803, age=29, phone=13332003820, score=47]
Student [name=张804, age=6, phone=13357004313, score=45]
Student [name=张805, age=3, phone=13329008535, score=23]
Student [name=张806, age=4, phone=13326001963, score=19]
Student [name=张807, age=14, phone=13338002062, score=50]
Student [name=张808, age=16, phone=13317002741, score=49]
Student [name=张809, age=6, phone=13352008120, score=29]
Student [name=张810, age=24, phone=13340002642, score=21]
Student [name=张811, age=10, phone=13344004218, score=37]
Student [name=张812, age=3, phone=13351002443, score=0]
Student [name=张813, age=14, phone=13350008935, score=79]
Student [name=张814, age=6, phone=13349006747, score=94]
Student [name=张815, age=12, phone=13359001519, score=19]
Student [name=张816, age=9, phone=13337006367, score=85]
Student [name=张817, age=9, phone=13322001245, score=75]
Student [name=张818, age=23, phone=13323006711, score=32]
Student [name=张819, age=8, phone=13317001030, score=93]
Student [name=张820, age=4, phone=13343004729, score=79]
Student [name=张821, age=4, phone=13354001321, score=85]
Student [name=张822, age=0, phone=13351005567, score=73]
Student [name=张823, age=12, phone=13356001726, score=24]
Student [name=张824, age=11, phone=13311005837, score=92]
Student [name=张825, age=26, phone=13324001963, score=47]
Student [name=张826, age=29, phone=13358008764, score=64]
Student [name=张827, age=23, phone=13352006944, score=57]
Student [name=张828, age=9, phone=13315001052, score=77]
Student [name=张829, age=24, phone=13342001832, score=78]
Student [name=张830, age=14, phone=13347004012, score=28]
Student [name=张831, age=1, phone=13341004661, score=28]
Student [name=张832, age=5, phone=13329005813, score=89]
Student [name=张833, age=14, phone=13323001611, score=57]
Student [name=张834, age=2, phone=13331003243, score=93]
Student [name=张835, age=12, phone=13328002232, score=77]
Student [name=张836, age=29, phone=13353005113, score=80]
Student [name=张837, age=15, phone=13334005330, score=49]
Student [name=张838, age=22, phone=13332007113, score=53]
Student [name=张839, age=29, phone=13330006723, score=55]
Student [name=张840, age=5, phone=13317003918, score=4]
Student [name=张841, age=1, phone=13355003336, score=91]
Student [name=张842, age=26, phone=13317005550, score=8]
Student [name=张843, age=13, phone=13354006455, score=85]
Student [name=张844, age=7, phone=13340003516, score=63]
Student [name=张845, age=3, phone=13351006647, score=55]
Student [name=张846, age=15, phone=13316003952, score=34]
Student [name=张847, age=19, phone=13348007338, score=18]
Student [name=张848, age=0, phone=13340005030, score=16]
Student [name=张849, age=8, phone=13331002331, score=71]
Student [name=张850, age=9, phone=13320001726, score=15]
Student [name=张851, age=9, phone=13351004956, score=64]
Student [name=张852, age=25, phone=13348006846, score=97]
Student [name=张853, age=10, phone=13358004127, score=71]
Student [name=张854, age=5, phone=13335004067, score=96]
Student [name=张855, age=28, phone=13338006933, score=37]
Student [name=张856, age=13, phone=13326001752, score=96]
Student [name=张857, age=21, phone=13352002565, score=50]
Student [name=张858, age=4, phone=13344003637, score=36]
Student [name=张859, age=12, phone=13322007962, score=71]
Student [name=张860, age=2, phone=13313008552, score=94]
Student [name=张861, age=4, phone=13318004955, score=77]
Student [name=张862, age=18, phone=13322003748, score=51]
Student [name=张863, age=5, phone=13351007641, score=66]
Student [name=张864, age=4, phone=13312001638, score=89]
Student [name=张865, age=27, phone=13322003115, score=98]
Student [name=张866, age=27, phone=13323002323, score=51]
Student [name=张867, age=5, phone=13342005332, score=93]
Student [name=张868, age=18, phone=13317008531, score=65]
Student [name=张869, age=19, phone=13320004257, score=2]
Student [name=张870, age=28, phone=13349007853, score=57]
Student [name=张871, age=8, phone=13311005047, score=9]
Student [name=张872, age=4, phone=13338008021, score=73]
Student [name=张873, age=22, phone=13355007643, score=78]
Student [name=张874, age=2, phone=13318005147, score=43]
Student [name=张875, age=13, phone=13325005932, score=70]
Student [name=张876, age=1, phone=13333004953, score=38]
Student [name=张877, age=1, phone=13338001046, score=26]
Student [name=张878, age=1, phone=13325002762, score=83]
Student [name=张879, age=20, phone=13347002137, score=62]
Student [name=张880, age=25, phone=13358002610, score=35]
Student [name=张881, age=12, phone=13330003654, score=35]
Student [name=张882, age=6, phone=13319007031, score=42]
Student [name=张883, age=1, phone=13359004211, score=66]
Student [name=张884, age=25, phone=13359004736, score=98]
Student [name=张885, age=6, phone=13346003041, score=55]
Student [name=张886, age=16, phone=13349004846, score=28]
Student [name=张887, age=25, phone=13322007410, score=91]
Student [name=张888, age=19, phone=13345001241, score=23]
Student [name=张889, age=8, phone=13323008620, score=9]
Student [name=张890, age=18, phone=13322005445, score=57]
Student [name=张891, age=12, phone=13310002867, score=87]
Student [name=张892, age=6, phone=13311007646, score=51]
Student [name=张893, age=9, phone=13328003411, score=58]
Student [name=张894, age=4, phone=13351002333, score=70]
Student [name=张895, age=1, phone=13314007822, score=9]
Student [name=张896, age=4, phone=13335001214, score=76]
Student [name=张897, age=13, phone=13356003968, score=88]
Student [name=张898, age=8, phone=13336008118, score=98]
Student [name=张899, age=21, phone=13332006251, score=69]
Student [name=张900, age=22, phone=13328004651, score=18]
Student [name=张901, age=28, phone=13355002654, score=59]
Student [name=张902, age=19, phone=13328005053, score=67]
Student [name=张903, age=5, phone=13330007331, score=73]
Student [name=张904, age=15, phone=13312001169, score=61]
Student [name=张905, age=8, phone=13327003731, score=3]
Student [name=张906, age=11, phone=13347007229, score=85]
Student [name=张907, age=7, phone=13346006764, score=39]
Student [name=张908, age=27, phone=13345006450, score=0]
Student [name=张909, age=15, phone=13354002217, score=59]
Student [name=张910, age=12, phone=13315008034, score=68]
Student [name=张911, age=3, phone=13325002361, score=17]
Student [name=张912, age=27, phone=13342005465, score=16]
Student [name=张913, age=29, phone=13317003955, score=80]
Student [name=张914, age=8, phone=13333006410, score=90]
Student [name=张915, age=14, phone=13354004926, score=62]
Student [name=张916, age=28, phone=13316007026, score=20]
Student [name=张917, age=13, phone=13319004860, score=58]
Student [name=张918, age=25, phone=13323007950, score=33]
Student [name=张919, age=20, phone=13315007128, score=60]
Student [name=张920, age=20, phone=13348004148, score=75]
Student [name=张921, age=21, phone=13310008110, score=79]
Student [name=张922, age=23, phone=13351002053, score=84]
Student [name=张923, age=3, phone=13310004810, score=11]
Student [name=张924, age=26, phone=13317001125, score=25]
Student [name=张925, age=19, phone=13341006531, score=32]
Student [name=张926, age=26, phone=13355005035, score=84]
Student [name=张927, age=17, phone=13327005355, score=12]
Student [name=张928, age=2, phone=13345007043, score=32]
Student [name=张929, age=15, phone=13310002046, score=33]
Student [name=张930, age=10, phone=13354005529, score=49]
Student [name=张931, age=6, phone=13315005948, score=13]
Student [name=张932, age=4, phone=13324007751, score=84]
Student [name=张933, age=26, phone=13312002230, score=13]
Student [name=张934, age=23, phone=13341007042, score=89]
Student [name=张935, age=4, phone=13351006829, score=31]
Student [name=张936, age=3, phone=13328008337, score=89]
Student [name=张937, age=13, phone=13332005442, score=44]
Student [name=张938, age=13, phone=13310001413, score=28]
Student [name=张939, age=22, phone=13321004165, score=48]
Student [name=张940, age=26, phone=13314005412, score=36]
Student [name=张941, age=3, phone=13317006317, score=59]
Student [name=张942, age=22, phone=13343003316, score=81]
Student [name=张943, age=8, phone=13310006814, score=61]
Student [name=张944, age=11, phone=13343004858, score=32]
Student [name=张945, age=28, phone=13353001968, score=44]
Student [name=张946, age=10, phone=13344001525, score=78]
Student [name=张947, age=22, phone=13353001713, score=90]
Student [name=张948, age=6, phone=13351008760, score=16]
Student [name=张949, age=19, phone=13313004063, score=44]
Student [name=张950, age=11, phone=13321004011, score=91]
Student [name=张951, age=6, phone=13350002343, score=5]
Student [name=张952, age=20, phone=13343006910, score=53]
Student [name=张953, age=0, phone=13316001332, score=16]
Student [name=张954, age=24, phone=13325007546, score=10]
Student [name=张955, age=22, phone=13358004228, score=87]
Student [name=张956, age=22, phone=13329007851, score=60]
Student [name=张957, age=13, phone=13350007338, score=39]
Student [name=张958, age=29, phone=13354006566, score=36]
Student [name=张959, age=19, phone=13320005517, score=20]
Student [name=张960, age=19, phone=13342006329, score=17]
Student [name=张961, age=3, phone=13344003961, score=30]
Student [name=张962, age=4, phone=13340008457, score=98]
Student [name=张963, age=7, phone=13346004548, score=60]
Student [name=张964, age=21, phone=13349003854, score=46]
Student [name=张965, age=13, phone=13344008568, score=2]
Student [name=张966, age=16, phone=13323003235, score=97]
Student [name=张967, age=6, phone=13314001858, score=29]
Student [name=张968, age=23, phone=13330008511, score=70]
Student [name=张969, age=4, phone=13316006152, score=85]
Student [name=张970, age=1, phone=13343008922, score=57]
Student [name=张971, age=27, phone=13312001039, score=51]
Student [name=张972, age=13, phone=13356004816, score=98]
Student [name=张973, age=15, phone=13349008362, score=81]
Student [name=张974, age=27, phone=13310004246, score=2]
Student [name=张975, age=20, phone=13346003655, score=13]
Student [name=张976, age=5, phone=13331005525, score=53]
Student [name=张977, age=3, phone=13320006960, score=5]
Student [name=张978, age=10, phone=13351001552, score=39]
Student [name=张979, age=25, phone=13327008514, score=43]
Student [name=张980, age=5, phone=13348001863, score=95]
Student [name=张981, age=22, phone=13319004041, score=32]
Student [name=张982, age=5, phone=13359007126, score=92]
Student [name=张983, age=27, phone=13349007416, score=69]
Student [name=张984, age=20, phone=13339004613, score=61]
Student [name=张985, age=5, phone=13326004060, score=49]
Student [name=张986, age=16, phone=13349005523, score=79]
Student [name=张987, age=11, phone=13338007969, score=34]
Student [name=张988, age=1, phone=13328005241, score=13]
Student [name=张989, age=1, phone=13334003213, score=70]
Student [name=张990, age=20, phone=13348006535, score=92]
Student [name=张991, age=3, phone=13340005430, score=96]
Student [name=张992, age=9, phone=13313001629, score=50]
Student [name=张993, age=19, phone=13314005649, score=40]
Student [name=张994, age=6, phone=13345007443, score=13]
Student [name=张995, age=12, phone=13341001058, score=77]
Student [name=张996, age=13, phone=13317002016, score=49]
Student [name=张997, age=7, phone=13314007820, score=24]
Student [name=张998, age=29, phone=13332002739, score=6]
Student [name=张999, age=8, phone=13354005625, score=3]
